1032里防災避難地圖,新北市29區1032里防災避難地圖,124713,新北市各里防災避難地圖網址清單,Area;Village;Number;Link;Caption,新北市政府消防局
每年A1交通事故時間別,每年新北市A1交通事故時間別,125673,一、統計範圍及對象：凡於臺北市區內道路上發生之交通事故，為統計範圍及對象。(一)必須因汽機車或動力機械行駛而引起之事故。 (二)必須發生於道路上之事故。 (三)必須為有人亡。（即符合道路交通事故調查報告A1類應報署條件者） 二、統計標準時間：以每年所發生之事實為準。 三、分類標準：按道路類別及道路型態分類。 四、有關法令規章： (一)道路交通事故：依「道路交通事故處理辦法」第2條規定，係指因汽機車或動力機械在道路上行駛，致有人死亡、受傷或車輛、財物損失之事故。 (二)道路：指公道、街道、巷弄、廣場、騎樓、走廊、或其他供公眾通行之地方。 (三)道路類別及道路型態係以第一當事者為統計標準。 (四)專用道路指各種產業專用之道路。（如事故發生於2種以上不同類別的道路上時，以第一當事者所行駛之道路為主）。 (五)道路交通事故不包括鐵路（火車）本身之事故，但火車與汽機車或動力機械所發生之車禍則計算在內，稱平交道事故。 五、資料蒐集方法及編製程序：由本局交通分隊將當月填寫之道路交通事故調查報告表，報送本局交通大隊彙編。並根據該調查報告表按分局別將當月資料彙編本表,year;organ;time1;time2;time3;time4;time5;time6;time7;time8;time9;time10;time11;time12,新北市政府警察局
每年A1交通事故道路類別及道路型態別,每年新北市A1交通事故道路類別及道路型態別,125431,一、統計範圍及對象：凡於新北市區內道路上發生之交通事故，為統計範圍及對象。 (一)必須因汽機車或動力機械行駛而引起之事故。 (二)必須發生於道路上之事故。 (三)必須為有人亡。（即符合道路交通事故調查報告A1類應報署條件者） 二、統計標準時間：以每月1日至月底所發生之事實為準。 三、分類標準：按道路類別及道路型態分類。 四、有關法令規章： (一)道路交通事故：依「道路交通事故處理辦法」第2條規定，係指因汽機車或動力機械在道路上行駛，致有人死亡、受傷或車輛、財物損失之事故。 (二)道路：指公道、街道、巷弄、廣場、騎樓、走廊、或其他供公眾通行之地方。 (三)道路類別及道路型態係以第一當事者為統計標準。 (四)專用道路指各種產業專用之道路。（如事故發生於2種以上不同類別的道路上時，以第一當事者所行駛之道路為主）。(五)道路交通事故不包括鐵路（火車）本身之事故，但火車與汽機車或動力機械所發生之車禍則計算在內，稱平交道事故。 五、資料蒐集方法及編製程序：由本局交通分隊將當月填寫之道路交通事故調查報告表，報送本局交通大隊彙編。並根據該調查報告表按分局別將當月資料彙編本表,year;organ;field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12;field13;field14;field15;field16;field17;field18;field19;field20;field21;field22,新北市政府警察局
每年A1道路交通事故車種別,每年新北市A1道路交通事故車種別,123959,一、本表統計係A1類(死亡)交通事故案件。 二、本表統計不含本市轄內鐵路行車事故。,year;organ;field1;field2;field3;field4;field5;field6;field7;field8;other,新北市政府警察局
每年A2交通事故原因及死傷人數,每年新北市A2交通事故原因及死傷人數,125260,一、統計範圍及對象：凡於新北市區內道路上發生之交通事故，為統計範圍及對象。(一)必須因汽機車或動力機械行駛而引起之事故。 (二)必須發生於道路上之事故。 (三)非死亡。（即符合道路交通事故調查報告A2） 二、統計標準時間：以每年所發生之事實為準。 三、分類標準：按肇事原因、死傷人數分類。 四、統計科目定義： (一)道路交通事故：依「道路交通事故處理辦法」第2條規定，係指因汽機車或動力機械在道路上行駛，致有人死亡、受傷或車輛、財物損失之事故。 (二)道路：指公道、街道、巷弄、廣場、騎樓、走廊、或其他供公眾通行之地方。 (三)肇事原因之數據，以第一當事者為統計標準。 (四)發生件數：按A2類之定義計算發生件數。即A2類非死亡案件。 (五)死亡人數：A1類之死亡人數。 (六)受傷人數：按A1類死亡發生案件歸類後，計算受傷人數。 五、資料蒐集方法及編製程序：由本局交通分隊將當月填寫之道路交通事故調查報告表，報送本局交通大隊彙編。並根據該調查報告表按分局別將當月資料彙編本表。,year;organ;field1;field2;field3;field4;field5;field6;field7,新北市政府警察局
每年A2交通事故時間別,每年新北市A2交通事故時間別,124159,一、統計範圍及對象：凡於臺北市區內道路上發生之交通事故，為統計範圍及對象。 (一)必須因汽機車或動力機械行駛而引起之事故。 (二)必須發生於道路上之事故。 (三)非死亡。（即符合道路交通事故調查報告A2類） 二、統計標準時間：以每年所發生之事實為準。 三、分類標準：按道路類別及道路型態分類。 四、有關法令規章： (一)道路交通事故：依「道路交通事故處理辦法」第2條規定，係指因汽機車或動力機械在道路上行駛，致有人死亡、受傷或車輛、財物損失之事故。 (二)道路：指公道、街道、巷弄、廣場、騎樓、走廊、或其他供公眾通行之地方。 (三)道路類別及道路型態係以第一當事者為統計標準。 (四)專用道路指各種產業專用之道路。（如事故發生於2種以上不同類別的道路上時，以第一當事者所行駛之道路為主）。 (五)道路交通事故不包括鐵路（火車）本身之事故，但火車與汽機車或動力機械所發生之車禍則計算在內，稱平交道事故。 五、資料蒐集方法及編製程序：由本局交通分隊將當月填寫之道路交通事故調查報告表，報送本局交通大隊彙編。並根據該調查報告表按分局別將當月資料彙編本表,year;organ;time1;time2;time3;time4;time5;time6;time7;time8;time9;time10;time11;time12,新北市政府警察局
每年A2交通事故道路類別及道路型態別,每年新北市A2交通事故道路類別及道路型態別,124729,一、統計範圍及對象：凡於新北市區內道路上發生之交通事故，為統計範圍及對象。(一)必須因汽機車或動力機械行駛而引起之事故。 (二)必須發生於道路上之事故。 (三)非死人案件。（即符合道路交通事故調查報告A2） 二、統計標準時間：每年所發生之事實為準。 三、分類標準：按道路類別及道路型態分類。 四、有關法令規章： (一)道路交通事故：依「道路交通事故處理辦法」第2條規定，係指因汽機車或動力機械在道路上行駛，致有人死亡、受傷或車輛、財物損失之事故。 (二)道路：指公道、街道、巷弄、廣場、騎樓、走廊、或其他供公眾通行之地方。 (三)道路類別及道路型態係以第一當事者為統計標準。 (四)專用道路指各種產業專用之道路。（如事故發生於2種以上不同類別的道路上時，以第一當事者所行駛之道路為主）。 (五)道路交通事故不包括鐵路（火車）本身之事故，但火車與汽機車或動力機械所發生之車禍則計算在內，稱平交道事故。五、資料蒐集方法及編製程序：由本局交通分隊將當月填寫之道路交通事故調查報告表，報送本局交通大隊彙編。並根據該調查報告表按分局別將當月資料彙編本表,year;organ;field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12;field13;field14;field15;field16;field17;field18;field19;field20;field21;field22,新北市政府警察局
每年A2道路交通事故車種別,每年新北市A2道路交通事故車種別,125453,一、本表統計係A2類交通事故案件。 二、本表統計不含本市轄內鐵路行車事故。,year;organ;field1;field2;field3;field4;field5;field6;field7;field8;other,新北市政府警察局
每月A1類道路交通事故-乘坐車種及死傷人數,每月新北市A1類道路交通事故－乘坐車種及死傷人數,125893,1.本表統計新北市區A1類死亡車禍案件。 2.案件統計不含本市轄內鐵路行車事故。,yearmonth;district;people;field1;field2;field3;field4;field5;field6;field7;field8;field9,新北市政府警察局
每月A1類道路交通事故-原因及傷亡,每月新北市A1類道路交通事故－原因及傷亡,125357,一、統計範圍及對象：凡於新北市區內道路上發生之交通事故，為統計範圍及對象。(一)必須因汽機車或動力機械行駛而引起之事故。 (二)必須發生於道路上之事故。 (三)必須為有人亡。（即符合道路交通事故調查報告A1類應報署條件者） 二、統計標準時間：以每月1日至月底所發生之事實為準。 三、分類標準：按肇事原因、死傷人數分類。 四、統計科目定義： (一)道路交通事故：依「道路交通事故處理辦法」第2條規定，係指因汽機車或動力機械在道路上行駛，致有人死亡、受傷或車輛、財物損失之事故。 (二)道路：指公道、街道、巷弄、廣場、騎樓、走廊、或其他供公眾通行之地方。 (三)肇事原因之數據，以第一當事者為統計標準。 (四)發生件數：按A1類之定義計算發生件數。即A1類之死亡案件。 (五)死亡人數：A1類之死亡人數。 (六)受傷人數：按A1類死亡發生案件歸類後，計算受傷人數。 五、資料蒐集方法及編製程序：由本局交通分隊將當月填寫之道路交通事故調查報告表，報送本局交通大隊彙編。並根據該調查報告表按分局別將當月資料彙編本表。,yearmonth;organ;field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12;field13;field14;field15;field16;other,新北市政府警察局
每月A1類道路交通事故-肇事時間別,每月新北市A1類道路交通事故－肇事時間別,124175,一、統計範圍及對象：凡於臺北市區內道路上發生之交通事故，為統計範圍及對象。 (一)必須因汽機車或動力機械行駛而引起之事故。 (二)必須發生於道路上之事故。 (三)必須為有人亡。（即符合道路交通事故調查報告A1類應報署條件者） 二、統計標準時間：以每月1日至年底所發生之事實為準。 三、分類標準：按道路類別及道路型態分類。 四、有關法令規章： (一)道路交通事故：依「道路交通事故處理辦法」第2條規定，係指因汽機車或動力機械在道路上行駛，致有人死亡、受傷或車輛、財物損失之事故。 (二)道路：指公道、街道、巷弄、廣場、騎樓、走廊、或其他供公眾通行之地方。 (三)道路類別及道路型態係以第一當事者為統計標準。 (四)專用道路指各種產業專用之道路。（如事故發生於2種以上不同類別的道路上時，以第一當事者所行駛之道路為主）。 (五)道路交通事故不包括鐵路（火車）本身之事故，但火車與汽機車或動力機械所發生之車禍則計算在內，稱平交道事故。 五、資料蒐集方法及編製程序：由本局交通分隊將當月填寫之道路交通事故調查報告表，報送本局交通大隊彙編。並根據該調查報告表按分局別將當月資料彙編本表,yearmonth;organ;field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12,新北市政府警察局
每月A1類道路交通事故-肇事者,每月新北市A1類道路交通事故－肇事者,123608,一、統計範圍及對象：凡於新北市區內道路上發生之交通事故（不含本市轄內鐵路行車事故），為統計範圍及對象。<br>(一)必須因汽機車或動力機械行駛而引起之事故。<br>(二)必須發生於道路上之事故。<br>(三)必須為有人亡。（即符合道路交通事故調查報告A1類應報署條件者） 二、統計標準時間：以每月1日至月底所發生之事實為準。 三、分類標準：按死亡受傷人數及道路交通事故A1分類。 四、有關法令規章：<br>(一)道路交通事故：依「道路交通管理處罰條例」第二條規定，係指因汽機車或動力機械在道路上行駛，致有人死亡、受傷或車輛、財物損失之事故。<br>(二)道路：指公道、街道、巷弄、廣場、騎樓、走廊、或其他供公眾通行之地方。<br>(三)肇事原因之數據，以第一當事者為統計標準。<br>(四)發生件數：按A1類之定義計算發生件數。即A1類之死亡案件。<br>(五)肇事者係依列管交通事故案件第一當事人性別統計。<br>(六)受害者係依列管交通事故案件死亡或受傷當事人性別統計。<br>(七)死亡人數：A1類之死亡人數。<br>(八)受傷人數：按A1類死亡發生案件歸類後，計算受傷人數。 五、資料蒐集方法及編製程序：由新北市政府警察局各交通分隊將當月填寫之道路交通事故調查報告表，報送本局交通警察大隊彙編。並根據該調查報告表按分局別將當月資料彙編本表。,yearmonth;organ;field1;field2;field3;field4;field5;field6;field7,新北市政府警察局
